"C.A.T"	"C.A"	"Season"	"Condition"	"A.expo"	"Sample"	"mmet"	"microlitres.standar"	"miligrams"	"microlitres"	"inyection.microlitres"	"microlitres.standar.1"	"Area.standar.porc"	"We.needle.grams"	"microlitres.metabolites"	"metabolite"	"measurement"	"standar.add"	"target.mg"	"X3"	"miligrams.in.grneedle"	"miligrams.in.hundredgr"
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD5-15"	27	32.75	1	1000	2	50	32.75	0.865	450	"beta.Caryophyllene.oxide"	5.05	6.55e-05	1.01e-05	0.0022725	0.26271676300578	262.71676300578
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD1-16"	29	19.73	1	1000	2	50	19.73	0.896	450	"beta.Caryophyllene.oxide"	15.2	3.946e-05	3.04e-05	0.00684	0.763392857142857	763.392857142857
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD2-16"	30	22.09	1	1000	2	50	22.09	0.897	450	"beta.Caryophyllene.oxide"	9.41	4.418e-05	1.882e-05	0.0042345	0.472073578595318	472.073578595318
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD3-16"	31	28.3	1	1000	2	50	28.3	0.897	450	"beta.Caryophyllene.oxide"	11.11	5.66e-05	2.222e-05	0.0049995	0.557357859531773	557.357859531773
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD4-16"	32	27.42	1	1000	2	50	27.42	0.912	450	"beta.Caryophyllene.oxide"	14.53	5.484e-05	2.906e-05	0.0065385	0.716940789473684	716.940789473684
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD5-16"	38	31.64	1	1000	2	50	31.64	0.892	450	"beta.Caryophyllene.oxide"	4.88	6.328e-05	9.76e-06	0.002196	0.246188340807175	246.188340807175
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH1-15"	3	82.34	10	1000	2	10	82.34	1.03	490	"alfa.Caryophyllene"	0	0.0016468	0	0	0	0
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH2-15"	5	25.06	10	1000	2	10	25.06	1.058	490	"alfa.Caryophyllene"	1.72	0.0005012	3.44e-05	0.008428	0.796597353497164	796.597353497164
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH3-15"	6	44.33	10	1000	2	10	44.33	1.08	490	"alfa.Caryophyllene"	1.58	0.0008866	3.16e-05	0.007742	0.716851851851852	716.851851851852
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH4-15"	7	26.03	10	1000	2	10	26.03	1.082	490	"alfa.Caryophyllene"	2.18	0.0005206	4.36e-05	0.010682	0.98724584103512	987.24584103512
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH5-15"	8	28.85	10	1000	2	10	28.85	1.053	490	"alfa.Caryophyllene"	1.91	0.000577	3.82e-05	0.009359	0.888793922127255	888.793922127255
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH1-16"	9	53.88	10	1000	2	10	53.88	1.075	490	"alfa.Caryophyllene"	1.69	0.0010776	3.38e-05	0.008281	0.770325581395349	770.325581395349
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH2-16"	10	47.46	10	1000	2	10	47.46	1.012	490	"alfa.Caryophyllene"	0	0.0009492	0	0	0	0
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH3-16"	11	76.12	10	1000	2	10	76.12	1.068	490	"alfa.Caryophyllene"	0	0.0015224	0	0	0	0
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH4-16"	12	68.18	10	1000	2	10	68.18	0.794	490	"alfa.Caryophyllene"	0	0.0013636	0	0	0	0
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH5-16"	13	56.81	10	1000	2	10	56.81	1.017	490	"alfa.Caryophyllene"	0.92	0.0011362	1.84e-05	0.004508	0.443264503441495	443.264503441495
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD1-15"	14	70.26	10	1000	2	10	70.26	1.069	490	"alfa.Caryophyllene"	0.72	0.0014052	1.44e-05	0.003528	0.330028063610851	330.028063610851
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD2-15"	15	124.58	10	1000	2	10	124.58	1.085	490	"alfa.Caryophyllene"	0	0.0024916	0	0	0	0
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD3-15"	16	67.68	10	1000	2	10	67.68	1.07	490	"alfa.Caryophyllene"	0	0.0013536	0	0	0	0
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD4-15"	17	77.92	10	1000	2	10	77.92	1.026	490	"alfa.Caryophyllene"	0.66	0.0015584	1.32e-05	0.003234	0.315204678362573	315.204678362573
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD5-15"	46	25.66	1	1000	2	50	25.66	0.88	450	"alfa.Caryophyllene"	2.5	5.132e-05	5e-06	0.001125	0.127840909090909	127.840909090909
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD1-16"	18	20.99	1	1000	2	50	20.99	1.017	450	"alfa.Caryophyllene"	2.51	4.198e-05	5.02e-06	0.0011295	0.111061946902655	111.061946902655
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD2-16"	19	28.36	1	1000	2	50	28.36	1.02	450	"alfa.Caryophyllene"	1.71	5.672e-05	3.42e-06	0.0007695	0.0754411764705882	75.4411764705882
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD3-16"	20	23.68	1	1000	2	50	23.68	1.081	450	"alfa.Caryophyllene"	1.71	4.736e-05	3.42e-06	0.0007695	0.0711840888066605	71.1840888066605
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD4-16"	21	30.78	1	1000	2	50	30.78	1.061	450	"alfa.Caryophyllene"	1.94	6.156e-05	3.88e-06	0.000873	0.0822808671065033	82.2808671065033
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD5-16"	22	27.42	1	1000	2	50	27.42	1.058	450	"alfa.Caryophyllene"	2.73	5.484e-05	5.46e-06	0.0012285	0.116115311909263	116.115311909263
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH1-15"	33	28.38	1	1000	2	50	28.38	0.865	450	"alfa.Caryophyllene"	2.23	5.676e-05	4.46e-06	0.0010035	0.116011560693642	116.011560693642
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH2-15"	34	54.42	1	1000	2	50	54.42	0.904	450	"alfa.Caryophyllene"	2.22	0.00010884	4.44e-06	0.000999	0.110508849557522	110.508849557522
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH3-15"	35	25.79	1	1000	2	50	25.79	0.865	450	"alfa.Caryophyllene"	1.64	5.158e-05	3.28e-06	0.000738	0.0853179190751445	85.3179190751445
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH4-15"	36	34.31	1	1000	2	50	34.31	0.861	450	"alfa.Caryophyllene"	0	6.862e-05	0	0	0	0
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH5-15"	45	21.13	1	1000	2	50	21.13	0.862	450	"alfa.Caryophyllene"	1.69	4.226e-05	3.38e-06	0.0007605	0.0882250580046404	88.2250580046404
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH1-16"	39	22.96	1	1000	2	50	22.96	0.85	450	"alfa.Caryophyllene"	2.35	4.592e-05	4.7e-06	0.0010575	0.124411764705882	124.411764705882
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH2-16"	40	33.69	1	1000	2	50	33.69	0.873	450	"alfa.Caryophyllene"	1.95	6.738e-05	3.9e-06	0.0008775	0.100515463917526	100.515463917526
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH3-16"	41	24.46	1	1000	2	50	24.46	0.875	450	"alfa.Caryophyllene"	1.74	4.892e-05	3.48e-06	0.000783	0.0894857142857143	89.4857142857143
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH4-16"	42	28.35	1	1000	2	50	28.35	0.917	450	"alfa.Caryophyllene"	1.7	5.67e-05	3.4e-06	0.000765	0.0834242093784079	83.4242093784079
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH5-16"	43	12.33	1	1000	2	50	12.33	0.862	450	"alfa.Caryophyllene"	0	2.466e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD1-15"	23	9.81	1	1000	2	50	9.81	0.897	450	"alfa.Caryophyllene"	0	1.962e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD2-15"	24	15.69	1	1000	2	50	15.69	0.91	450	"alfa.Caryophyllene"	2.79	3.138e-05	5.58e-06	0.0012555	0.137967032967033	137.967032967033
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD3-15"	44	27.02	1	1000	2	50	27.02	0.881	450	"alfa.Caryophyllene"	1.35	5.404e-05	2.7e-06	0.0006075	0.068955732122588	68.955732122588
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD4-15"	26	41.29	1	1000	2	50	41.29	0.901	450	"alfa.Caryophyllene"	0	8.258e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD5-15"	27	32.75	1	1000	2	50	32.75	0.865	450	"alfa.Caryophyllene"	0	6.55e-05	0	0	0	0
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD1-16"	29	19.73	1	1000	2	50	19.73	0.896	450	"alfa.Caryophyllene"	2.23	3.946e-05	4.46e-06	0.0010035	0.111997767857143	111.997767857143
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD2-16"	30	22.09	1	1000	2	50	22.09	0.897	450	"alfa.Caryophyllene"	2.45	4.418e-05	4.9e-06	0.0011025	0.122909698996656	122.909698996656
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD3-16"	31	28.3	1	1000	2	50	28.3	0.897	450	"alfa.Caryophyllene"	1.66	5.66e-05	3.32e-06	0.000747	0.0832775919732441	83.2775919732441
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD4-16"	32	27.42	1	1000	2	50	27.42	0.912	450	"alfa.Caryophyllene"	1.79	5.484e-05	3.58e-06	0.0008055	0.0883223684210526	88.3223684210526
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD5-16"	38	31.64	1	1000	2	50	31.64	0.892	450	"alfa.Caryophyllene"	0	6.328e-05	0	0	0	0
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH1-15"	3	82.34	10	1000	2	10	82.34	1.03	490	"beta.Cubebene"	0.6	0.0016468	1.2e-05	0.00294	0.285436893203883	285.436893203883
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH2-15"	5	25.06	10	1000	2	10	25.06	1.058	490	"beta.Cubebene"	2.7	0.0005012	5.4e-05	0.01323	1.25047258979206	1250.47258979206
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH3-15"	6	44.33	10	1000	2	10	44.33	1.08	490	"beta.Cubebene"	0.79	0.0008866	1.58e-05	0.003871	0.358425925925926	358.425925925926
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH4-15"	7	26.03	10	1000	2	10	26.03	1.082	490	"beta.Cubebene"	2.64	0.0005206	5.28e-05	0.012936	1.19556377079482	1195.56377079482
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH5-15"	8	28.85	10	1000	2	10	28.85	1.053	490	"beta.Cubebene"	3.33	0.000577	6.66e-05	0.016317	1.54957264957265	1549.57264957265
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH1-16"	9	53.88	10	1000	2	10	53.88	1.075	490	"beta.Cubebene"	1.33	0.0010776	2.66e-05	0.006517	0.606232558139535	606.232558139535
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH2-16"	10	47.46	10	1000	2	10	47.46	1.012	490	"beta.Cubebene"	2.05	0.0009492	4.1e-05	0.010045	0.992588932806324	992.588932806324
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH3-16"	11	76.12	10	1000	2	10	76.12	1.068	490	"beta.Cubebene"	0	0.0015224	0	0	0	0
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH4-16"	12	68.18	10	1000	2	10	68.18	0.794	490	"beta.Cubebene"	0.98	0.0013636	1.96e-05	0.004802	0.604785894206549	604.785894206549
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH5-16"	13	56.81	10	1000	2	10	56.81	1.017	490	"beta.Cubebene"	1.29	0.0011362	2.58e-05	0.006321	0.621533923303835	621.533923303835
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD1-15"	14	70.26	10	1000	2	10	70.26	1.069	490	"beta.Cubebene"	0.44	0.0014052	8.8e-06	0.002156	0.201683816651076	201.683816651076
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD2-15"	15	124.58	10	1000	2	10	124.58	1.085	490	"beta.Cubebene"	1.41	0.0024916	2.82e-05	0.006909	0.636774193548387	636.774193548387
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD3-15"	16	67.68	10	1000	2	10	67.68	1.07	490	"beta.Cubebene"	0.55	0.0013536	1.1e-05	0.002695	0.251869158878505	251.869158878505
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD4-15"	17	77.92	10	1000	2	10	77.92	1.026	490	"beta.Cubebene"	0	0.0015584	0	0	0	0
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD5-15"	46	25.66	1	1000	2	50	25.66	0.88	450	"beta.Cubebene"	1.43	5.132e-05	2.86e-06	0.0006435	0.073125	73.125
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD1-16"	18	20.99	1	1000	2	50	20.99	1.017	450	"beta.Cubebene"	0	4.198e-05	0	0	0	0
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD2-16"	19	28.36	1	1000	2	50	28.36	1.02	450	"beta.Cubebene"	2.11	5.672e-05	4.22e-06	0.0009495	0.0930882352941176	93.0882352941176
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD3-16"	20	23.68	1	1000	2	50	23.68	1.081	450	"beta.Cubebene"	4.3	4.736e-05	8.6e-06	0.001935	0.17900092506938	179.00092506938
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD4-16"	21	30.78	1	1000	2	50	30.78	1.061	450	"beta.Cubebene"	0	6.156e-05	0	0	0	0
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD5-16"	22	27.42	1	1000	2	50	27.42	1.058	450	"beta.Cubebene"	5.09	5.484e-05	1.018e-05	0.0022905	0.216493383742911	216.493383742911
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH1-15"	33	28.38	1	1000	2	50	28.38	0.865	450	"beta.Cubebene"	0	5.676e-05	0	0	0	0
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH2-15"	34	54.42	1	1000	2	50	54.42	0.904	450	"beta.Cubebene"	0	0.00010884	0	0	0	0
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH3-15"	35	25.79	1	1000	2	50	25.79	0.865	450	"beta.Cubebene"	1.79	5.158e-05	3.58e-06	0.0008055	0.093121387283237	93.121387283237
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH4-15"	36	34.31	1	1000	2	50	34.31	0.861	450	"beta.Cubebene"	1.9	6.862e-05	3.8e-06	0.000855	0.0993031358885017	99.3031358885017
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH5-15"	45	21.13	1	1000	2	50	21.13	0.862	450	"beta.Cubebene"	2.32	4.226e-05	4.64e-06	0.001044	0.121113689095128	121.113689095128
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH1-16"	39	22.96	1	1000	2	50	22.96	0.85	450	"beta.Cubebene"	1.46	4.592e-05	2.92e-06	0.000657	0.0772941176470588	77.2941176470588
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH2-16"	40	33.69	1	1000	2	50	33.69	0.873	450	"beta.Cubebene"	0	6.738e-05	0	0	0	0
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH3-16"	41	24.46	1	1000	2	50	24.46	0.875	450	"beta.Cubebene"	2.29	4.892e-05	4.58e-06	0.0010305	0.117771428571429	117.771428571429
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH4-16"	42	28.35	1	1000	2	50	28.35	0.917	450	"beta.Cubebene"	1.84	5.67e-05	3.68e-06	0.000828	0.0902944383860414	90.2944383860414
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH5-16"	43	12.33	1	1000	2	50	12.33	0.862	450	"beta.Cubebene"	2.2	2.466e-05	4.4e-06	0.00099	0.114849187935035	114.849187935035
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD1-15"	23	9.81	1	1000	2	50	9.81	0.897	450	"beta.Cubebene"	0	1.962e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD2-15"	24	15.69	1	1000	2	50	15.69	0.91	450	"beta.Cubebene"	0.88	3.138e-05	1.76e-06	0.000396	0.0435164835164835	43.5164835164835
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD3-15"	44	27.02	1	1000	2	50	27.02	0.881	450	"beta.Cubebene"	1.01	5.404e-05	2.02e-06	0.0004545	0.0515891032917139	51.5891032917139
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD4-15"	26	41.29	1	1000	2	50	41.29	0.901	450	"beta.Cubebene"	0	8.258e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD5-15"	27	32.75	1	1000	2	50	32.75	0.865	450	"beta.Cubebene"	2.76	6.55e-05	5.52e-06	0.001242	0.143583815028902	143.583815028902
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD1-16"	29	19.73	1	1000	2	50	19.73	0.896	450	"beta.Cubebene"	0.98	3.946e-05	1.96e-06	0.000441	0.04921875	49.21875
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD2-16"	30	22.09	1	1000	2	50	22.09	0.897	450	"beta.Cubebene"	1.87	4.418e-05	3.74e-06	0.0008415	0.0938127090301003	93.8127090301003
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD3-16"	31	28.3	1	1000	2	50	28.3	0.897	450	"beta.Cubebene"	3.31	5.66e-05	6.62e-06	0.0014895	0.166053511705686	166.053511705686
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD4-16"	32	27.42	1	1000	2	50	27.42	0.912	450	"beta.Cubebene"	0	5.484e-05	0	0	0	0
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD5-16"	38	31.64	1	1000	2	50	31.64	0.892	450	"beta.Cubebene"	0	6.328e-05	0	0	0	0
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH1-15"	3	82.34	10	1000	2	10	82.34	1.03	490	"alfa.Cubenene"	0.53	0.0016468	1.06e-05	0.002597	0.252135922330097	252.135922330097
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH2-15"	5	25.06	10	1000	2	10	25.06	1.058	490	"alfa.Cubenene"	3.34	0.0005012	6.68e-05	0.016366	1.5468809073724	1546.8809073724
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH3-15"	6	44.33	10	1000	2	10	44.33	1.08	490	"alfa.Cubenene"	1.73	0.0008866	3.46e-05	0.008477	0.784907407407407	784.907407407407
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH4-15"	7	26.03	10	1000	2	10	26.03	1.082	490	"alfa.Cubenene"	1.02	0.0005206	2.04e-05	0.004998	0.461922365988909	461.922365988909
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH5-15"	8	28.85	10	1000	2	10	28.85	1.053	490	"alfa.Cubenene"	3.66	0.000577	7.32e-05	0.017934	1.7031339031339	1703.1339031339
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH1-16"	9	53.88	10	1000	2	10	53.88	1.075	490	"alfa.Cubenene"	0.95	0.0010776	1.9e-05	0.004655	0.433023255813954	433.023255813953
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH2-16"	10	47.46	10	1000	2	10	47.46	1.012	490	"alfa.Cubenene"	1.52	0.0009492	3.04e-05	0.007448	0.73596837944664	735.96837944664
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH3-16"	11	76.12	10	1000	2	10	76.12	1.068	490	"alfa.Cubenene"	0	0.0015224	0	0	0	0
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH4-16"	12	68.18	10	1000	2	10	68.18	0.794	490	"alfa.Cubenene"	0.31	0.0013636	6.2e-06	0.001519	0.191309823677582	191.309823677582
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH5-16"	13	56.81	10	1000	2	10	56.81	1.017	490	"alfa.Cubenene"	1.01	0.0011362	2.02e-05	0.004949	0.486627335299902	486.627335299902
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD1-15"	14	70.26	10	1000	2	10	70.26	1.069	490	"alfa.Cubenene"	0.3	0.0014052	6e-06	0.00147	0.137511693171188	137.511693171188
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD2-15"	15	124.58	10	1000	2	10	124.58	1.085	490	"alfa.Cubenene"	0.62	0.0024916	1.24e-05	0.003038	0.28	280
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD3-15"	16	67.68	10	1000	2	10	67.68	1.07	490	"alfa.Cubenene"	0.33	0.0013536	6.6e-06	0.001617	0.151121495327103	151.121495327103
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD4-15"	17	77.92	10	1000	2	10	77.92	1.026	490	"alfa.Cubenene"	0	0.0015584	0	0	0	0
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD5-15"	46	25.66	1	1000	2	50	25.66	0.88	450	"alfa.Cubenene"	1.18	5.132e-05	2.36e-06	0.000531	0.0603409090909091	60.3409090909091
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD1-16"	18	20.99	1	1000	2	50	20.99	1.017	450	"alfa.Cubenene"	1.44	4.198e-05	2.88e-06	0.000648	0.063716814159292	63.716814159292
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD2-16"	19	28.36	1	1000	2	50	28.36	1.02	450	"alfa.Cubenene"	2.26	5.672e-05	4.52e-06	0.001017	0.0997058823529412	99.7058823529412
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD3-16"	20	23.68	1	1000	2	50	23.68	1.081	450	"alfa.Cubenene"	1.13	4.736e-05	2.26e-06	0.0005085	0.0470397779833487	47.0397779833487
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD4-16"	21	30.78	1	1000	2	50	30.78	1.061	450	"alfa.Cubenene"	0	6.156e-05	0	0	0	0
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD5-16"	22	27.42	1	1000	2	50	27.42	1.058	450	"alfa.Cubenene"	1.78	5.484e-05	3.56e-06	0.000801	0.0757088846880907	75.7088846880907
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH1-15"	33	28.38	1	1000	2	50	28.38	0.865	450	"alfa.Cubenene"	0.99	5.676e-05	1.98e-06	0.0004455	0.0515028901734104	51.5028901734104
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH2-15"	34	54.42	1	1000	2	50	54.42	0.904	450	"alfa.Cubenene"	0	0.00010884	0	0	0	0
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH3-15"	35	25.79	1	1000	2	50	25.79	0.865	450	"alfa.Cubenene"	2.64	5.158e-05	5.28e-06	0.001188	0.137341040462428	137.341040462428
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH4-15"	36	34.31	1	1000	2	50	34.31	0.861	450	"alfa.Cubenene"	0.65	6.862e-05	1.3e-06	0.0002925	0.0339721254355401	33.9721254355401
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH5-15"	45	21.13	1	1000	2	50	21.13	0.862	450	"alfa.Cubenene"	1.53	4.226e-05	3.06e-06	0.0006885	0.0798723897911833	79.8723897911833
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH1-16"	39	22.96	1	1000	2	50	22.96	0.85	450	"alfa.Cubenene"	1.81	4.592e-05	3.62e-06	0.0008145	0.0958235294117647	95.8235294117647
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH2-16"	40	33.69	1	1000	2	50	33.69	0.873	450	"alfa.Cubenene"	0	6.738e-05	0	0	0	0
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH3-16"	41	24.46	1	1000	2	50	24.46	0.875	450	"alfa.Cubenene"	1.6	4.892e-05	3.2e-06	0.00072	0.0822857142857143	82.2857142857143
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH4-16"	42	28.35	1	1000	2	50	28.35	0.917	450	"alfa.Cubenene"	0.79	5.67e-05	1.58e-06	0.0003555	0.0387677208287895	38.7677208287895
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH5-16"	43	12.33	1	1000	2	50	12.33	0.862	450	"alfa.Cubenene"	1.41	2.466e-05	2.82e-06	0.0006345	0.0736078886310905	73.6078886310905
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD1-15"	23	9.81	1	1000	2	50	9.81	0.897	450	"alfa.Cubenene"	0	1.962e-05	0	0	0	0
