"Id"	"Pk"	"RT"	"Area"	"Ref"	"CAS"	"Qual"
"LibSrch_41"	16	9.291	1.74	62528	"030021-74-0"	93
"LibSrch_41"	17	9.355	0.69	62258	"041702-63-0"	91
"LibSrch_41"	18	9.451	0.7	62525	"030021-74-0"	90
"LibSrch_41"	19	9.499	1.69	62421	"023986-74-5"	97
"LibSrch_41"	20	9.539	1.16	62563	"013744-15-5"	89
"LibSrch_41"	21	9.627	2.93	62244	"003856-25-5"	76
"LibSrch_41"	22	9.668	18.14	62470	"031983-22-9"	98
"LibSrch_41"	23	9.748	1.19	62291	"010208-80-7"	93
"LibSrch_41"	24	10.076	4.77	62525	"030021-74-0"	93
"LibSrch_41"	25	10.165	0.37	62330	"054324-03-7"	93
"LibSrch_41"	26	10.389	0.94	62563	"013744-15-5"	91
"LibSrch_41"	27	10.501	0.47	62421	"023986-74-5"	91
"LibSrch_41"	28	10.573	0.59	62439	"000483-76-1"	97
"LibSrch_41"	29	10.806	0.51	62441	"000483-76-1"	93
"LibSrch_41"	30	14.757	0.43	62440	"000483-76-1"	90
"LibSrch_41"	31	15.166	0.83	62379	"150320-52-8"	78
"LibSrch_41"	32	15.254	0.74	62525	"030021-74-0"	70
"LibSrch_41"	33	15.695	0.78	62330	"054324-03-7"	70
"LibSrch_41"	1	4.85	0.38	62408	"016728-99-7"	91
"LibSrch_41"	2	5.275	2.3	62293	"1000156-12-4"	90
"LibSrch_41"	3	5.347	2.92	62436	"001135-66-6"	68
"LibSrch_41"	4	5.556	0.72	76518	"072120-50-4"	72
"LibSrch_41"	5	5.612	0.9	58990	"009355-11-7"	37
"LibSrch_41"	6	5.756	0.68	16755	"024519-04-8"	32
"LibSrch_41"	7	5.796	2.7	74751	"001139-30-6"	38
"LibSrch_41"	8	6.325	1.23	62263	"000087-44-5"	32
"LibSrch_41"	9	7.495	24.46	62508	"004630-07-3"	27
"LibSrch_41"	10	7.968	8.25	62408	"016728-99-7"	92
"LibSrch_41"	11	8.433	1.6	62407	"016728-99-7"	64
"LibSrch_41"	12	8.682	1.22	62243	"011028-42-5"	64
"LibSrch_41"	13	8.754	2.29	76585	"019435-97-3"	53
"LibSrch_41"	14	9.042	11.23	62415	"000483-75-0"	52
"LibSrch_41"	15	9.219	0.47	62507	"004630-07-3"	50
"LibSrch_41"	16	9.291	1.74	76472	"000481-34-5"	68
"LibSrch_41"	17	9.355	0.69	76471	"019912-62-0"	46
"LibSrch_41"	18	9.451	0.7	32919	"058275-58-4"	38
"LibSrch_41"	19	9.499	1.69	62217	"148323-04-0"	47
"LibSrch_41"	20	9.539	1.16	85633	"1000140-30-9"	35
"LibSrch_41"	21	9.627	2.93	30980	"1000304-59-6"	30
"LibSrch_41"	22	9.668	18.14	203743	"000059-02-9"	50
"LibSrch_41"	23	9.748	1.19	203748	"010191-41-0"	38
"LibSrch_41"	24	10.076	4.77	203745	"000059-02-9"	38
"LibSrch_41"	25	10.165	0.37	126339	"006673-73-0"	46
"LibSrch_41"	26	10.389	0.94	126341	"1000194-15-4"	38
"LibSrch_41"	27	10.501	0.47	126347	"095138-20-8"	35
"LibSrch_41"	28	10.573	0.59	217728	"1000223-36-7"	16
"LibSrch_41"	29	10.806	0.51	62195	"000101-85-9"	10
"LibSrch_41"	30	14.757	0.43	34508	"000630-20-6"	10
"LibSrch_41"	31	15.166	0.83	149067	"001686-54-0"	64
"LibSrch_41"	32	15.254	0.74	149061	"003513-69-7"	64
"LibSrch_41"	33	15.695	0.78	149063	"003730-56-1"	27
"LibSrch_42"	1	3.832	0.63	351	"000075-00-3"	64
"LibSrch_42"	2	4.778	0.69	1043	"000107-07-3"	9
"LibSrch_42"	3	4.89	0.5	6968	"000598-38-9"	4
"LibSrch_42"	4	5.283	2.78	15570	"013877-91-3"	55
"LibSrch_42"	5	5.347	2.27	15517	"007785-70-8"	55
"LibSrch_42"	6	5.756	1.29	15687	"000488-97-1"	53
"LibSrch_42"	7	5.796	2.72	15517	"007785-70-8"	55
"LibSrch_42"	8	6.293	0.57	15645	"004889-83-2"	43
"LibSrch_42"	9	7.495	28.35	15706	"002867-05-2"	43
"LibSrch_42"	10	7.968	3.29	15500	"000127-91-3"	95
"LibSrch_42"	11	8.433	0.71	15517	"007785-70-8"	94
"LibSrch_42"	12	8.69	0.79	15686	"000099-85-4"	91
"LibSrch_42"	13	8.754	1.21	15707	"002437-95-8"	90
"LibSrch_42"	14	9.042	11.69	15569	"000502-99-8"	87
"LibSrch_42"	15	9.291	1.7	15488	"000079-92-5"	86
"LibSrch_42"	16	9.355	0.85	15483	"000138-86-3"	91
"LibSrch_42"	17	9.451	2.23	15644	"013898-73-2"	72
"LibSrch_42"	18	9.499	1.02	15478	"000138-86-3"	68
"LibSrch_42"	19	9.539	0.63	15700	"000498-15-7"	72
"LibSrch_42"	20	9.627	5.41	15663	"000499-97-8"	64
"LibSrch_42"	21	9.675	7.63	15655	"000099-84-3"	59
"LibSrch_42"	22	9.772	0.85	15665	"000586-62-9"	81
"LibSrch_42"	23	10.076	12.57	15670	"000586-62-9"	76
"LibSrch_42"	24	10.397	0.58	15669	"000586-62-9"	76
"LibSrch_42"	25	10.477	1.06	16258	"000618-45-1"	94
"LibSrch_42"	26	10.573	0.69	16250	"000099-89-8"	94
"LibSrch_42"	27	10.717	5.19	16255	"000618-45-1"	91
"LibSrch_42"	28	13.571	0.64	56274	"000076-49-3"	95
"LibSrch_42"	29	13.876	0.44	56390	"005655-61-8"	94
"LibSrch_42"	30	15.166	0.43	26394	"000586-81-2"	90
"LibSrch_42"	31	15.695	0.59	62286	"017699-14-8"	64
"LibSrch_42"	1	3.832	0.63	31232	"000086-95-3"	49
"LibSrch_42"	2	4.778	0.69	62407	"016728-99-7"	47
"LibSrch_42"	3	4.89	0.5	62286	"017699-14-8"	87
"LibSrch_42"	4	5.283	2.78	62285	"017699-14-8"	81
"LibSrch_42"	5	5.347	2.27	62246	"003856-25-5"	74
"LibSrch_42"	6	5.756	1.29	62563	"013744-15-5"	97
"LibSrch_42"	7	5.796	2.72	62562	"013744-15-5"	94
"LibSrch_42"	8	6.293	0.57	62423	"023986-74-5"	93
"LibSrch_42"	9	7.495	28.35	62261	"000087-44-5"	89
"LibSrch_42"	10	7.968	3.29	62263	"000087-44-5"	53
"LibSrch_42"	11	8.433	0.71	62431	"000118-65-0"	49
"LibSrch_42"	12	8.69	0.79	62311	"006753-98-6"	97
"LibSrch_42"	13	8.754	1.21	62361	"1000062-61-9"	95
"LibSrch_42"	14	9.042	11.69	62310	"006753-98-6"	93
"LibSrch_42"	15	9.291	1.7	62528	"030021-74-0"	90
"LibSrch_42"	16	9.355	0.85	62249	"1000156-10-8"	89
"LibSrch_42"	17	9.451	2.23	62530	"030021-74-0"	87
"LibSrch_42"	18	9.499	1.02	62421	"023986-74-5"	93
"LibSrch_42"	19	9.539	0.63	62525	"030021-74-0"	90
"LibSrch_42"	20	9.627	5.41	62530	"030021-74-0"	89
"LibSrch_42"	21	9.675	7.63	62470	"031983-22-9"	89
"LibSrch_42"	22	9.772	0.85	62525	"030021-74-0"	86
"LibSrch_42"	23	10.076	12.57	62557	"022469-52-9"	86
"LibSrch_42"	24	10.397	0.58	62563	"013744-15-5"	90
"LibSrch_42"	25	10.477	1.06	62379	"150320-52-8"	89
"LibSrch_42"	26	10.573	0.69	62421	"023986-74-5"	83
"LibSrch_42"	27	10.717	5.19	62439	"000483-76-1"	94
"LibSrch_42"	28	13.571	0.64	62441	"000483-76-1"	93
"LibSrch_42"	29	13.876	0.44	62438	"000483-76-1"	90
"LibSrch_42"	30	15.166	0.43	62438	"000483-76-1"	64
"LibSrch_42"	31	15.695	0.59	62530	"030021-74-0"	55
"LibSrch_42"	1	3.832	0.63	62525	"030021-74-0"	50
"LibSrch_42"	2	4.778	0.69	62525	"030021-74-0"	97
"LibSrch_42"	3	4.89	0.5	62491	"024406-05-1"	91
"LibSrch_42"	4	5.283	2.78	62530	"030021-74-0"	90
"LibSrch_42"	5	5.347	2.27	76518	"072120-50-4"	46
"LibSrch_42"	6	5.756	1.29	76473	"1000140-23-2"	30
"LibSrch_42"	7	5.796	2.72	10103	"000589-33-3"	30
"LibSrch_42"	8	6.293	0.57	76457	"021284-22-0"	64
"LibSrch_42"	9	7.495	28.35	62515	"087064-18-4"	58
"LibSrch_42"	10	7.968	3.29	62408	"016728-99-7"	53
"LibSrch_42"	11	8.433	0.71	62246	"003856-25-5"	87
"LibSrch_42"	12	8.69	0.79	62415	"000483-75-0"	81
"LibSrch_42"	13	8.754	1.21	62530	"030021-74-0"	81
"LibSrch_42"	14	9.042	11.69	62515	"087064-18-4"	70
"LibSrch_42"	15	9.291	1.7	62291	"010208-80-7"	51
"LibSrch_42"	16	9.355	0.85	62558	"022469-52-9"	49
"LibSrch_42"	17	9.451	2.23	62452	"000515-17-3"	83
"LibSrch_42"	18	9.499	1.02	62410	"000473-14-3"	62
"LibSrch_42"	19	9.539	0.63	62304	"1000159-39-0"	60
"LibSrch_42"	20	9.627	5.41	34456	"001618-23-1"	38
"LibSrch_42"	21	9.675	7.63	163044	"056599-50-9"	38
"LibSrch_42"	22	9.772	0.85	34489	"066660-37-5"	38
"LibSrch_42"	23	10.076	12.57	68506	"1000159-11-3"	43
"LibSrch_42"	24	10.397	0.58	133805	"000150-86-7"	38
"LibSrch_42"	25	10.477	1.06	68679	"1000131-34-9"	38
"LibSrch_42"	26	10.573	0.69	126339	"006673-73-0"	49
"LibSrch_42"	27	10.717	5.19	126341	"1000194-15-4"	43
"LibSrch_42"	28	13.571	0.64	126308	"023837-99-2"	30
"LibSrch_42"	29	13.876	0.44	64698	"060460-71-1"	18
"LibSrch_42"	30	15.166	0.43	82731	"031490-71-8"	14
"LibSrch_42"	31	15.695	0.59	34392	"102676-97-1"	10
"LibSrch_43"	1	4.778	0.58	15517	"007785-70-8"	97
"LibSrch_43"	2	4.866	0.39	15707	"002437-95-8"	94
"LibSrch_43"	3	4.986	1.13	15507	"000080-56-8"	87
"LibSrch_43"	4	5.195	1.2	15517	"007785-70-8"	60
"LibSrch_43"	5	5.275	4.62	15569	"000502-99-8"	60
"LibSrch_43"	6	5.347	2.99	15615	"003338-55-4"	53
"LibSrch_43"	7	5.555	0.95	15718	"005794-04-7"	94
"LibSrch_43"	8	5.62	0.74	15490	"000079-92-5"	91
"LibSrch_43"	9	5.756	2.34	15605	"029548-02-5"	90
"LibSrch_43"	10	5.804	3.67	15655	"000099-84-3"	83
"LibSrch_43"	11	6.285	1.27	15527	"000555-10-2"	81
"LibSrch_43"	12	7.495	12.33	15645	"004889-83-2"	80
"LibSrch_43"	13	7.968	6.74	15500	"000127-91-3"	94
"LibSrch_43"	14	8.433	1.41	15517	"007785-70-8"	94
"LibSrch_43"	15	8.689	1.5	15707	"002437-95-8"	94
"LibSrch_43"	16	8.754	2.2	15500	"000127-91-3"	95
"LibSrch_43"	17	9.05	10.51	15721	"018172-67-3"	94
"LibSrch_43"	18	9.218	0.49	15517	"007785-70-8"	94
"LibSrch_43"	19	9.291	1.86	15686	"000099-85-4"	91
"LibSrch_43"	20	9.355	0.64	15645	"004889-83-2"	90
"LibSrch_43"	21	9.451	0.66	15514	"007785-26-4"	90
"LibSrch_43"	22	9.499	1.95	15686	"000099-85-4"	93
"LibSrch_43"	23	9.539	1.18	15645	"004889-83-2"	87
"LibSrch_43"	24	9.627	2.42	15569	"000502-99-8"	83
"LibSrch_43"	25	9.675	24.37	15580	"003760-14-3"	81
"LibSrch_43"	26	9.748	1.18	15517	"007785-70-8"	64
"LibSrch_43"	27	10.076	5.94	15491	"005989-27-5"	64
"LibSrch_43"	28	10.164	0.58	15509	"000123-35-3"	64
"LibSrch_43"	29	10.389	1.13	15686	"000099-85-4"	60
"LibSrch_43"	30	10.493	0.46	15700	"000498-15-7"	58
"LibSrch_43"	31	11.399	0.4	15648	"000554-61-0"	96
"LibSrch_43"	32	13.266	0.41	15671	"000586-62-9"	95
"LibSrch_43"	33	15.166	0.82	15498	"029050-33-7"	95
"LibSrch_43"	34	15.254	0.45	16236	"001687-64-5"	90
"LibSrch_43"	35	15.695	0.49	16258	"000618-45-1"	90
"LibSrch_43"	1	4.778	0.58	16255	"000618-45-1"	90
"LibSrch_43"	2	4.866	0.39	56274	"000076-49-3"	99
"LibSrch_43"	3	4.986	1.13	56372	"092618-89-8"	97
"LibSrch_43"	4	5.195	1.2	56370	"092618-89-8"	95
"LibSrch_43"	5	5.275	4.62	62283	"017699-14-8"	95
"LibSrch_43"	6	5.347	2.99	62244	"003856-25-5"	90
"LibSrch_43"	7	5.555	0.95	62285	"017699-14-8"	68
"LibSrch_43"	8	5.62	0.74	62244	"003856-25-5"	98
"LibSrch_43"	9	5.756	2.34	62286	"017699-14-8"	95
"LibSrch_43"	10	5.804	3.67	62285	"017699-14-8"	93
"LibSrch_43"	11	6.285	1.27	62563	"013744-15-5"	96
"LibSrch_43"	12	7.495	12.33	62562	"013744-15-5"	95
"LibSrch_43"	13	7.968	6.74	62423	"023986-74-5"	91
"LibSrch_43"	14	8.433	1.41	62261	"000087-44-5"	96
"LibSrch_43"	15	8.689	1.5	62432	"000118-65-0"	89
"LibSrch_43"	16	8.754	2.2	62264	"000087-44-5"	87
"LibSrch_43"	17	9.05	10.51	62438	"000483-76-1"	81
"LibSrch_43"	18	9.218	0.49	62441	"000483-76-1"	81
"LibSrch_43"	19	9.291	1.86	62415	"000483-75-0"	58
"LibSrch_43"	20	9.355	0.64	62361	"1000062-61-9"	96
"LibSrch_43"	21	9.451	0.66	62311	"006753-98-6"	95
"LibSrch_43"	22	9.499	1.95	15481	"000079-92-5"	76
"LibSrch_43"	23	9.539	1.18	62415	"000483-75-0"	98
"LibSrch_43"	24	9.627	2.42	62528	"030021-74-0"	97
"LibSrch_43"	25	9.675	24.37	62525	"030021-74-0"	93
"LibSrch_43"	26	9.748	1.18	62525	"030021-74-0"	87
"LibSrch_43"	27	10.076	5.94	62421	"023986-74-5"	87
"LibSrch_43"	28	10.164	0.58	62563	"013744-15-5"	86
"LibSrch_43"	29	10.389	1.13	62470	"031983-22-9"	98
"LibSrch_43"	30	10.493	0.46	62291	"010208-80-7"	94
"LibSrch_43"	31	11.399	0.4	62471	"031983-22-9"	91
"LibSrch_43"	32	13.266	0.41	62379	"150320-52-8"	93
"LibSrch_43"	33	15.166	0.82	62563	"013744-15-5"	91
"LibSrch_43"	34	15.254	0.45	62330	"054324-03-7"	86
"LibSrch_43"	35	15.695	0.49	62439	"000483-76-1"	95
"LibSrch_43"	1	4.778	0.58	62440	"000483-76-1"	93
"LibSrch_43"	2	4.866	0.39	62438	"000483-76-1"	89
"LibSrch_43"	3	4.986	1.13	62517	"039029-41-9"	64
"LibSrch_43"	4	5.195	1.2	62246	"003856-25-5"	64
"LibSrch_43"	5	5.275	4.62	62330	"054324-03-7"	62
"LibSrch_43"	6	5.347	2.99	62408	"016728-99-7"	93
"LibSrch_43"	7	5.555	0.95	62407	"016728-99-7"	81
"LibSrch_43"	8	5.62	0.74	62521	"000469-61-4"	81
"LibSrch_43"	9	5.756	2.34	76518	"072120-50-4"	91
"LibSrch_43"	10	5.804	3.67	15497	"006876-07-9"	38
"LibSrch_43"	11	6.285	1.27	10103	"000589-33-3"	38
"LibSrch_43"	12	7.495	12.33	104376	"1000222-08-6"	50
"LibSrch_43"	13	7.968	6.74	14642	"001720-38-3"	43
"LibSrch_43"	14	8.433	1.41	44405	"070703-08-1"	38
"LibSrch_43"	15	8.689	1.5	62408	"016728-99-7"	52
"LibSrch_43"	16	8.754	2.2	62480	"000475-20-7"	49
"LibSrch_43"	17	9.05	10.51	62258	"041702-63-0"	46
"LibSrch_43"	18	9.218	0.49	62526	"022567-17-5"	76
"LibSrch_43"	19	9.291	1.86	62379	"150320-52-8"	70
"LibSrch_43"	20	9.355	0.64	62246	"003856-25-5"	60
"LibSrch_43"	21	9.451	0.66	110399	"058594-45-9"	58
"LibSrch_43"	22	9.499	1.95	67155	"065128-96-3"	58
"LibSrch_43"	23	9.539	1.18	110386	"005090-41-5"	52
"LibSrch_43"	24	9.627	2.42	114583	"1000283-81-2"	50
"LibSrch_43"	25	9.675	24.37	103521	"003518-03-4"	50
"LibSrch_43"	26	9.748	1.18	103112	"020028-59-5"	50
"LibSrch_43"	27	10.076	5.94	126308	"023837-99-2"	49
"LibSrch_43"	28	10.164	0.58	126311	"007715-48-2"	38
"LibSrch_43"	29	10.389	1.13	126234	"002398-99-4"	35
"LibSrch_43"	30	10.493	0.46	126162	"1000292-45-8"	60
"LibSrch_43"	31	11.399	0.4	125816	"042495-98-7"	30
"LibSrch_43"	32	13.266	0.41	14717	"1000188-73-7"	20
"LibSrch_43"	33	15.166	0.82	149061	"003513-69-7"	81
"LibSrch_43"	34	15.254	0.45	149053	"033892-22-7"	64
"LibSrch_43"	35	15.695	0.49	148992	"017021-26-0"	59
"LibSrch_44"	1	4.778	0.83	15517	"007785-70-8"	93
"LibSrch_44"	2	4.866	0.49	15645	"004889-83-2"	86
"LibSrch_44"	3	4.986	0.71	15516	"007785-26-4"	72
"LibSrch_44"	4	5.075	0.65	15707	"002437-95-8"	38
"LibSrch_44"	5	5.283	3.34	15716	"068998-21-0"	27
"LibSrch_44"	6	5.347	2.53	15711	"002867-05-2"	25
"LibSrch_44"	7	5.556	0.93	15718	"005794-04-7"	97
"LibSrch_44"	8	5.62	0.67	15490	"000079-92-5"	93
"LibSrch_44"	9	5.756	0.66	15489	"000079-92-5"	92
"LibSrch_44"	10	5.804	1.8	15513	"002153-66-4"	60
"LibSrch_44"	11	7.487	27.02	15481	"000079-92-5"	60
"LibSrch_44"	12	7.968	8.55	15665	"000586-62-9"	49
"LibSrch_44"	13	8.433	0.47	15721	"018172-67-3"	97
"LibSrch_44"	14	8.689	0.67	15500	"000127-91-3"	96
"LibSrch_44"	15	8.754	1.01	15704	"003387-41-5"	94
"LibSrch_44"	16	9.042	9.98	15704	"003387-41-5"	87
"LibSrch_44"	17	9.291	1.35	15655	"000099-84-3"	87
"LibSrch_44"	18	9.355	0.7	15515	"007785-70-8"	87
"LibSrch_44"	19	9.451	1.83	15480	"013466-78-9"	90
"LibSrch_44"	20	9.499	1.01	15645	"004889-83-2"	87
"LibSrch_44"	21	9.539	0.63	15686	"000099-85-4"	76
"LibSrch_44"	22	9.627	3.89	15480	"013466-78-9"	68
"LibSrch_44"	23	9.675	7.33	15544	"005208-49-1"	62
"LibSrch_44"	24	9.772	0.48	15486	"013466-78-9"	58
"LibSrch_44"	25	10.076	10.3	15493	"005989-27-5"	76
"LibSrch_44"	26	10.164	0.49	15580	"003760-14-3"	72
"LibSrch_44"	27	10.397	0.54	15696	"005989-54-8"	64
"LibSrch_44"	28	10.493	1.12	15686	"000099-85-4"	90
"LibSrch_44"	29	10.573	1.36	15514	"007785-26-4"	72
"LibSrch_44"	30	10.717	4.74	15683	"000508-32-7"	58
"LibSrch_44"	31	13.266	0.53	16250	"000099-89-8"	97
"LibSrch_44"	32	15.166	1.3	16256	"000099-89-8"	91
"LibSrch_44"	33	15.246	0.51	16258	"000618-45-1"	91
"LibSrch_44"	34	15.695	0.92	56274	"000076-49-3"	98
"LibSrch_44"	35	15.943	0.66	56370	"092618-89-8"	94
"LibSrch_44"	1	4.778	0.83	56372	"092618-89-8"	93
"LibSrch_44"	2	4.866	0.49	62286	"017699-14-8"	64
"LibSrch_44"	3	4.986	0.71	62285	"017699-14-8"	58
"LibSrch_44"	4	5.075	0.65	62407	"016728-99-7"	49
"LibSrch_44"	5	5.283	3.34	62286	"017699-14-8"	95
"LibSrch_44"	6	5.347	2.53	62285	"017699-14-8"	94
"LibSrch_44"	7	5.556	0.93	62314	"050894-66-1"	91
"LibSrch_44"	8	5.62	0.67	62563	"013744-15-5"	93
"LibSrch_44"	9	5.756	0.66	62249	"1000156-10-8"	91
"LibSrch_44"	10	5.804	1.8	62423	"023986-74-5"	90
"LibSrch_44"	11	7.487	27.02	62261	"000087-44-5"	98
"LibSrch_44"	12	7.968	8.55	62432	"000118-65-0"	93
"LibSrch_44"	13	8.433	0.47	62378	"242794-76-9"	91
"LibSrch_44"	14	8.689	0.67	62311	"006753-98-6"	89
"LibSrch_44"	15	8.754	1.01	15612	"003338-55-4"	81
"LibSrch_44"	16	9.042	9.98	15570	"013877-91-3"	81
"LibSrch_44"	17	9.291	1.35	62246	"003856-25-5"	68
"LibSrch_44"	18	9.355	0.7	62441	"000483-76-1"	64
"LibSrch_44"	19	9.451	1.83	62330	"054324-03-7"	45
"LibSrch_44"	20	9.499	1.01	62421	"023986-74-5"	93
"LibSrch_44"	21	9.539	0.63	62249	"1000156-10-8"	83
"LibSrch_44"	22	9.627	3.89	62530	"030021-74-0"	83
"LibSrch_44"	23	9.675	7.33	62525	"030021-74-0"	97
"LibSrch_44"	24	9.772	0.48	62470	"031983-22-9"	97
"LibSrch_44"	25	10.076	10.3	62249	"1000156-10-8"	96
"LibSrch_44"	26	10.164	0.49	62249	"1000156-10-8"	93
"LibSrch_44"	27	10.397	0.54	62563	"013744-15-5"	90
"LibSrch_44"	28	10.493	1.12	62421	"023986-74-5"	89
"LibSrch_44"	29	10.573	1.36	62439	"000483-76-1"	95
"LibSrch_44"	30	10.717	4.74	62441	"000483-76-1"	93
"LibSrch_44"	31	13.266	0.53	62438	"000483-76-1"	90
"LibSrch_44"	32	15.166	1.3	62438	"000483-76-1"	84
"LibSrch_44"	33	15.246	0.51	62525	"030021-74-0"	78
"LibSrch_44"	34	15.695	0.92	65627	"062924-17-8"	74
"LibSrch_44"	35	15.943	0.66	62490	"017627-24-6"	90
"LibSrch_44"	1	4.778	0.83	62470	"031983-22-9"	86
"LibSrch_44"	2	4.866	0.49	62491	"024406-05-1"	86
"LibSrch_44"	3	4.986	0.71	76518	"072120-50-4"	91
"LibSrch_44"	4	5.075	0.65	62298	"1000293-01-9"	38
"LibSrch_44"	5	5.283	3.34	34376	"1000185-18-1"	37
"LibSrch_44"	6	5.347	2.53	184040	"000056-47-3"	50
"LibSrch_44"	7	5.556	0.93	147535	"014884-07-2"	40
"LibSrch_44"	8	5.62	0.67	74786	"1000131-71-2"	38
"LibSrch_44"	9	5.756	0.66	62414	"000483-75-0"	49
"LibSrch_44"	10	5.804	1.8	62413	"000483-75-0"	45
"LibSrch_44"	11	7.487	27.02	62558	"022469-52-9"	43
"LibSrch_44"	12	7.968	8.55	76471	"019912-62-0"	90
"LibSrch_44"	13	8.433	0.47	62439	"000483-76-1"	70
"LibSrch_44"	14	8.689	0.67	62528	"030021-74-0"	60
"LibSrch_44"	15	8.754	1.01	76472	"000481-34-5"	83
"LibSrch_44"	16	9.042	9.98	76471	"019912-62-0"	50
"LibSrch_44"	17	9.291	1.35	62515	"087064-18-4"	46
"LibSrch_44"	18	9.355	0.7	62532	"020071-49-2"	78
"LibSrch_44"	19	9.451	1.83	62518	"000473-13-2"	70
"LibSrch_44"	20	9.499	1.01	62534	"000489-29-2"	60
"LibSrch_44"	21	9.539	0.63	115470	"001686-67-5"	93
"LibSrch_44"	22	9.627	3.89	115468	"001686-67-5"	86
"LibSrch_44"	23	9.675	7.33	115454	"020230-48-2"	76
"LibSrch_44"	24	9.772	0.48	114356	"1000111-31-3"	45
"LibSrch_44"	25	10.076	10.3	114342	"098301-98-5"	43
"LibSrch_44"	26	10.164	0.49	114351	"1000111-61-0"	38
"LibSrch_44"	27	10.397	0.54	128672	"056700-86-8"	37
"LibSrch_44"	28	10.493	1.12	122005	"300862-83-3"	25
"LibSrch_44"	29	10.573	1.36	96861	"325482-56-2"	25
"LibSrch_44"	30	10.717	4.74	149061	"003513-69-7"	87
"LibSrch_44"	31	13.266	0.53	149049	"033536-85-5"	53
"LibSrch_44"	32	15.166	1.3	149050	"041298-29-7"	45
"LibSrch_44"	33	15.246	0.51	147594	"001235-74-1"	94
"LibSrch_44"	34	15.695	0.92	147596	"001235-74-1"	76
"LibSrch_44"	35	15.943	0.66	147597	"001235-74-1"	68
"LibSrch_45"	1	5.283	1.74	15605	"029548-02-5"	90
"LibSrch_45"	2	5.347	1.21	15704	"003387-41-5"	87
"LibSrch_45"	3	5.764	0.93	15655	"000099-84-3"	87
"LibSrch_45"	4	5.804	1.54	15517	"007785-70-8"	93
"LibSrch_45"	5	6.293	0.61	15721	"018172-67-3"	93
"LibSrch_45"	6	7.495	21.13	15500	"000127-91-3"	90
"LibSrch_45"	7	7.968	6.73	15580	"003760-14-3"	72
"LibSrch_45"	8	8.433	1.53	15644	"013898-73-2"	64
"LibSrch_45"	9	8.69	1.5	15517	"007785-70-8"	60
"LibSrch_45"	10	8.754	2.32	15515	"007785-70-8"	70
"LibSrch_45"	11	9.05	9.39	15514	"007785-26-4"	70
"LibSrch_45"	12	9.227	0.52	15663	"000499-97-8"	62
"LibSrch_45"	13	9.291	1.69	15648	"000554-61-0"	94
"LibSrch_45"	14	9.355	0.66	15665	"000586-62-9"	94
"LibSrch_45"	15	9.451	0.68	15669	"000586-62-9"	93
"LibSrch_45"	16	9.499	2.21	16250	"000099-89-8"	96
"LibSrch_45"	17	9.539	1.56	16255	"000618-45-1"	91
"LibSrch_45"	18	9.627	2.69	16256	"000099-89-8"	90
"LibSrch_45"	19	9.667	27.95	56274	"000076-49-3"	97
"LibSrch_45"	20	9.748	1.25	56372	"092618-89-8"	97
"LibSrch_45"	21	10.076	5.74	56370	"092618-89-8"	96
"LibSrch_45"	22	10.164	0.78	62286	"017699-14-8"	97
"LibSrch_45"	23	10.397	1.26	62283	"017699-14-8"	96
"LibSrch_45"	24	10.493	0.64	62285	"017699-14-8"	95
"LibSrch_45"	25	10.573	0.62	62244	"003856-25-5"	98
"LibSrch_45"	26	11.399	0.53	62286	"017699-14-8"	95
"LibSrch_45"	27	14.773	1.59	62283	"017699-14-8"	94
"LibSrch_45"	28	15.174	0.57	62563	"013744-15-5"	97
"LibSrch_45"	29	15.703	0.43	62421	"023986-74-5"	93
"LibSrch_45"	1	5.283	1.74	62562	"013744-15-5"	91
"LibSrch_45"	2	5.347	1.21	62261	"000087-44-5"	98
"LibSrch_45"	3	5.764	0.93	62432	"000118-65-0"	89
"LibSrch_45"	4	5.804	1.54	62264	"000087-44-5"	86
"LibSrch_45"	5	6.293	0.61	62441	"000483-76-1"	76
"LibSrch_45"	6	7.495	21.13	62179	"124790-36-9"	64
"LibSrch_45"	7	7.968	6.73	51747	"051407-46-6"	59
"LibSrch_45"	8	8.433	1.53	62311	"006753-98-6"	95
"LibSrch_45"	9	8.69	1.5	62310	"006753-98-6"	83
"LibSrch_45"	10	8.754	2.32	62361	"1000062-61-9"	76
"LibSrch_45"	11	9.05	9.39	62415	"000483-75-0"	93
"LibSrch_45"	12	9.227	0.52	62258	"041702-63-0"	93
"LibSrch_45"	13	9.291	1.69	62249	"1000156-10-8"	91
"LibSrch_45"	14	9.355	0.66	62421	"023986-74-5"	97
"LibSrch_45"	15	9.451	0.68	62563	"013744-15-5"	94
"LibSrch_45"	16	9.499	2.21	62415	"000483-75-0"	93
"LibSrch_45"	17	9.539	1.56	62470	"031983-22-9"	98
"LibSrch_45"	18	9.627	2.69	62291	"010208-80-7"	93
"LibSrch_45"	19	9.667	27.95	62469	"031983-22-9"	92
"LibSrch_45"	20	9.748	1.25	62330	"054324-03-7"	93
"LibSrch_45"	21	10.076	5.74	62379	"150320-52-8"	90
"LibSrch_45"	22	10.164	0.78	62517	"039029-41-9"	90
"LibSrch_45"	23	10.397	1.26	62439	"000483-76-1"	93
"LibSrch_45"	24	10.493	0.64	62441	"000483-76-1"	93
"LibSrch_45"	25	10.573	0.62	62438	"000483-76-1"	91
"LibSrch_45"	26	11.399	0.53	62507	"004630-07-3"	78
